,0,1
997,sotoy,sok tahu
998,sowry,maaf
999,spa,siapa
1000,spd,sepeda
1001,sppa,siapa
1002,sprti,seperti
1003,spt,seperti
1004,spy,supaya
1005,srtfkt,sertifikat
1006,stelah,setelah
1007,stiap,setiap
1008,stiap,setiap
1009,stlh,setelah
1010,subbag,subbagian
1011,suk,masuk
1012,sumbangin,sumbangkan
1013,sumpek,sempit
1014,sy,saya
1015,syg,sayang
1016,syp,siapa
1017,t4,tempat
1018,tabanas,tabungan pembangunan nasional
1019,tajir,kaya
1020,tar,nanti
1021,tau,tahu
1022,taun,tahun
1023,taw,tahu
1024,tawh,tahu
1025,td,tadi
1026,tdi,tadi
1027,tdk,tidak
1028,te2p,tetap
1029,teh,kakak perempuan
1030,tekor,rugi
1031,telat,terlambat
1032,telkom,telekomunikasi
1033,telmi,telat berpikir
1034,telp,telepon
1035,temen,teman
1036,temen2,teman-teman
1037,tengil,menyebalkan
1038,tengok,menjenguk
1039,tepar,terkapar
1040,terbitin,terbitkan
1041,tggu,tunggu
1042,tgl,tanggal
1043,tgu,tunggu
1044,thanks,terima kasih
1045,thankz,terima kasih
1046,thd,terhadap
1047,thn,tahun
1048,thx,terima kasih
1049,tilang,bukti pelanggaran
1050,tipi,TV
1051,tipiwan,TvOne
1052,tkg,tukang
1053,tks,terima kasih
1054,tll,terlalu
1055,tlp,telepon
1056,tlpn,telepon
1057,tls,tulis
1058,tman,teman
1059,tmbah,tambah
1060,tmbh,tambah
1061,tmen2,teman-teman
1062,tmn2,teman-teman
1063,tmpah,tumpah
1064,tmph,tumpah
1065,tmpt,tempat
1066,tnda,tanda
1067,tngu,tunggu
1068,tnh,tanah
1069,tnyta,ternyata
1070,togel,toto gelap
1071,tokai,tai
1072,tokai,tai
1073,toserba,toko serba ada
1074,tp,tapi
1075,tpi,tapi
1076,tq,terima kasih
1077,trdhulu,terdahulu
1078,trgntg,tergantung
1079,trima,terima kasih
1080,trims,terima kasih
1081,trimz,terima kasih
1082,trm,terima
1083,trnyt,ternyata
1084,trs,terus
1085,trus,terus
1086,trutama,terutama
1087,trz,terus
1088,ts,penulis
1089,tsb,tersebut
1090,tst,tahu sama tahu
1091,ttd,tertanda
1092,ttg,tentang
1093,ttp,tetap
1094,tuch,tuh
1095,tuh,itu
1096,tuir,tua
1097,tuwh,tuh
1098,tw,tahu
1099,tyap,tiap
1100,u,kamu
1101,u/,untuk
1102,ud,sudah
1103,uda,sudah
1104,udah,sudah
1105,udh,sudah
1106,ujg,ujung
1107,ujung2nya,ujung-ujungnya
1108,ul,ulangan
1109,ultah,ulang tahun
1110,unyu,lucu
1111,unyu,menggemaskan
1112,uplot,unggah
1113,uppu,apa
1114,urang,saya
1115,urg,saya
1116,usah,perlu
1117,utang,hutang
1118,utk,untuk
1119,utul,ujian tertulis
1120,valas,valuta asing
1121,vol,volume
1122,w/,dengan
1123,wad,buat
1124,wadir,wakil direktur
1125,wagub,wakil gubernur
1126,wamil,wajib militer
1127,waria,wanita pria
1128,warkop,warung kopi
1129,warnet,warung internet
1130,warteg,warung tegal
1131,wartel,warung telekomunikasi
1132,wat,buat
1133,wk,tertawa
1134,wkt,waktu
1135,wkwk,tertawa
1136,wtf,what the fuck
1137,wth,what the hell
1138,xixixi,tertawa
1139,y,kenapa
1140,ya,iya
1141,yad,yang akan datang
1142,yap,iya
1143,yapz,iya
1144,yaudah,ya sudah
1145,yauwda,ya sudah
1146,yawdah,ya sudah
1147,ybs,yang bersangkutan
1148,yg,yang
1149,yi,yaitu
1150,yl,yang lain
1151,yng,yang
1152,yo,iya
1153,yoha,iya
1154,yowes,ya sudah
1155,yuk,ayo
1156,yup,iya
1157,ywdh,ya sudah
1158,cb,coba
1159,plh,pilih
1160,y,ya
1161,slalu,selalu
1162,munfik,munafik
1163,ahiok,ahok
1164,reklamuk,reklamasi
1165,victory,menang
1166,sma,sama
1167,kmrm,kemeramen
1168,kmrn,kemarin
1169,kowe,kamu
1170,tren,trend
1171,smg,semoga
1172,ngehe,kesal
1173,humoris,lucu
1174,jadiin,jadi
1175,mb,mbak
1176,mz,mas
1177,komun,komunitas
1178,analisise,analisis
1179,stop,henti
1180,sadaar,sadar
1181,manen,panen
1182,sept,september
1183,nyaingin,saing
1184,nmenarik,menarik
1185,war,perang
1186,pake,pakai
1187,janjinyaa,janji
1188,zonk,bodoh
1189,fitnag,fitnah
1190,rights,benar
1191,gub,gubernur
1192,simiskin,miskin
1193,gantengbs,ganteng
1194,ngumpet,sembunyi
1195,bedakin,bedak
1196,hardcore,keras
1197,anjay,anjing
1198,akhirx,akhirnya
1199,prototype,contoh
1200,solve,solusi
1201,rja,raja
1202,watuk,batuk
1203,nyang,yang
1204,ngebully,intimidasi
1205,hurts,pedih
1206,masy,masyarakat
1207,utip,kutip
1208,still,masih
1209,mndukung,mendukung
1210,tauk,tahu
1211,pulgar,kasar
1212,mbual,membual
1213,manggil,panggil
1214,tioghoa,tionghoa
1215,rkyt,rakyat
1216,ngentotin,senggama
1217,ngentot,senggama
1218,kentot,senggama
1219,toys,main
1220,faktakta,fakta
1221,nyemot,ambil
1222,sohib,teman
1223,ego,emosi
1224,rubahnn,rubah
1225,mbaur,baur
1226,trlalu,terlalu
1227,governor,gubernur
1228,nyela,cela
1229,heter,pembenci
1230,heters,pembenci
1231,insom,insomnia
1232,nyembah,sembah
1233,slama,selama
1234,most,paling
1235,modar,mati
1236,ikon,lambang
1237,buangbuang,buang
1238,light,terang
1239,amerik,amarika
1240,pndukung,pendukung
1241,mbabibuta,ceroboh
1242,setting,atur
1243,emank,memang
1244,seting,akting
1245,maybe,mungkin
1246,next,lanjut
1247,sebelom,sebelum
1248,waspadalah,waspada
1249,our,kami
1250,bokep,porno
1251,cayalah,percaya
1252,gantengsaya,ganteng
1253,bajir,banjir
1254,parte,partai
1255,nyalahin,salah
1256,nyerang,serang
1257,dzolim,zalim
1258,nipu,tipu
1259,mnipu,tipu
1260,ktipu,tipu
1261,valid,sah
1262,jentelmen,berani
1263,buzzerbuzzer,buzzer
1264,buangbuang,buang
1265,tsk,tersangka
1266,tsangka,tersangka
1267,dungu,bodoh
1268,lemot,lambat
1269,capek,lelah
1270,kurng,kurang
1271,bajir,banjir
1272,ista,nista
1273,istaa,nista
1274,less,kurang
1275,bebal,bodoh
1276,koar,teriak
1277,muna,munafik
1278,lelet,lambat
1279,naas,nahas
1280,paranoid,takut
1281,parno,takut
1282,problem,masalah
1283,puyeng,pusing
1284,songong,sombong
1285,taik,kotoran
1286,tahi,kotoran
1287,tai,kotoran
1288,tirani,tiran
1289,pls,tolong
1290,tilep,tilap
1291,accord,sesuai
1292,happy,bahagia
1293,irit,hemat
1294,tak,tidak
1295,semau,asal
1296,mbual,bual
1297,mantabss bagus,
1298,penertiban,tertib
1299,orange,oranye
1300,uasai,kuasa
1301,vote,pilih
1302,mnolak,tolak
1303,menolak,tolak
1304,trending,trend
1305,presh,segar
1306,taik,tahi
1307,serasiii,serasi
1308,wkwkkw,tertawa
1309,soft,halus
1310,setting,atur
1311,angis,nangis
1312,ahokncc,ahok
1313,almaidahyg,almaidah
1314,istaa,nista
1315,benarjujur,benar
1316,benarjujur,jujur
1317,sayan,sayang
1318,mgkin,mungkin
0,woww,wow
1,aminn,amin
2,met,selamat
3,netaas,menetas
4,keberpa,keberapa
5,eeeehhhh,eh
6,kata2nyaaa,kata-katanya
7,hallo,halo
8,kaka,kakak
9,ka,kak
10,daah,dah
11,aaaaahhhh,ah
12,yaa,ya
13,smga,semoga
14,slalu,selalu
15,amiin,amin
16,kk,kakak
17,trus,terus
18,kk,kakak
19,sii,sih
20,nyenengin,menyenangkan
21,bgt,banget
22,gemess,gemas
23,akuuu,aku
24,jgn,jangan
25,yaa,ya
26,udah,sudah
27,gitu,begitu
28,aja,saja
29,gemesiin,menggemaskan
30,menyenangkn,menyenangkan
31,rb,ribu
32,akau,aku
33,saranin,menyarankan
34,nemuin,menemukan
35,yah,ya
36,met,selamat
37,mnis2nya,manis-manisnya
38,gtu,begitu
39,tu,itu
40,idolaa,idola
41,bangett,banget
42,kaakk,kak
43,baaiikkk,baik
44,telaatt,telat
45,kaak,kak
46,yg,yang
47,lg,lagi
48,skarang,sekarang
49,yg,yang
50,sempet,sempat
51,karna,karena
52,ngga,enggak
53,karna,karena
54,mantep,mantap
55,loohhh,loh
56,yeee,ya
57,baguuuuus,bagus
58,sampe,sampai
59,ngikutin,mengikuti
60,gayany,gayanya
61,ngikutin,mengikuti
62,lg,lagi
63,bnk,bang
64,awaas,awas
65,siip,sip
66,abizzzz,habis
67,kerrrrennnn,keren
68,sayaa,saya
69,pengen,pengin
70,kpan,kapan
71,bgt,banget
72,sma,sama
73,sdkit,sedikit
74,bngt,banget
75,lgu,lagu
76,bener2,benar-benar
77,kharismanya,karismanya
78,aq,aku
79,yg,yang
80,jdi,jadi
81,lgi,lagi
82,gk,enggak
83,kek,kayak
84,lgunya,lagunya
85,kpan,kapan
86,kereeeeennnn,keren
87,nyamain,menyamakan
88,slalu,selalu
89,lakik,laki
90,siippp,sip
91,bkn,bukan
92,nyangka,menyangka
93,bangettt,banget
94,kereeen,keren
95,wihhhhhh,wih
96,tp,tapi
97,inget,ingat
98,bingitsss,banget
99,dmn,dimana
100,bird,biru
101,kaloo,kalo
102,gimna,bagaimana
103,tuuh,tuh
104,nyebur,mencebur
105,yng,yang
106,dbuat,dibuat
107,kn,kan
108,org,orang
109,pingin,pengin
110,bgt,banget
111,tu,itu
112,bangcat,bangsat
113,yha,ya
114,waoohhh,wah
115,pngn,pengin
116,tmpt,tempat
117,dhe,deh
118,indahhh,indah
119,bgttt,banget
120,tuhh,tuh
121,berarto,berarti
122,ga,enggak
123,aminn,amin
124,aamiin,amin
125,amiiinn,amin
126,dgn,dengan
127,aminnnn2,amin-amin
128,amiin,amin
129,aamiin,amin
130,amiiiin,amin
131,amiin,amin
132,aminnn,amin
133,amiend,amien
134,yaaa,ya
135,ameen,amin
136,aminnnn,amin
137,amiiinnn,amin
138,kek,kayak
139,ngomong,mengomong
140,inget,ingat
141,mamer,memamerkan
142,keles,kali
143,jelase,jelas
144,liat,lihat
145,uwakk,uwak
146,ntar,entar
147,bs,bisa
148,gini,begini
149,jgn,jangan
150,sampe,sampai
151,aq,aku
152,salfok,salah fokus
153,njir,anjir
154,piiink,pink
155,astgfrullah,astagfirullah
156,ko,kok
157,cd,celana dalam
158,gbs,enggak bisa
159,bhs,bahasa
160,yaaaaaa,ya
161,gak,enggak
162,bangshad,bangsat
163,yaa,ya
164,stagahhhh,astaga
165,kpn,kapan
166,iooo,lo
167,dy,dia
168,d,ada
169,mslh,masalah
170,qt,kita
171,jdi,jadi
172,plampiasannn,pelampiasan
173,masalahh,masalah
174,tohh,toh
175,inghinn,ingin
176,dhi,di
177,mengherthii,mengerti
178,yanckh,yang
179,chelalyyu,selalu
180,therchakitty,tersakiti
181,mauuuuu,mau
182,kaliii,kali
183,bangat,banget
184,bkin,bikin
185,dongg,dong
186,yokkk,yuk
187,gini,begini
188,yu,yuk
189,sweger,segar
190,kereeen,keren
191,gantengg,ganteng
192,bingiit,banget
193,gak,enggak
194,kebukaaa,terbuka
195,tpi,tapi
196,keliatan,kelihatan
197,yakk,ya
198,kayakk,kayak
199,asliii,asli
200,kyk,kayak
201,cntiknya,cantiknya
202,bat,banget
203,ga,enggak
204,ngeliatnya,melihatnya
205,sll,selalu
206,bet,banget
207,njerr,anjir
208,bingiiittttzzzz,banget
209,bgt,banget
210,k,kak
211,klo,kalo
212,lg,lagi
213,dooong,dong
214,masi,masih
215,gni,begini
216,kek,kayak
217,gini,begini
218,aja,saja
219,udah,sudah
220,hdk,hendak
221,yg,yang
222,jugaa,juga
223,mksud,maksud
224,aj,saja
225,tetep,tetap
226,tp,tapi
227,mbakx,mbaknya
228,syantik,cantik
229,syantik,cantik
230,kite,kita
231,pa,apa
232,mksd,maksud
233,bejilbbnya,berjilbabnya
234,masio,masih
235,yahhh,ya
236,makasih,terima kasih
237,leh,boleh
238,ugaaa,juga
239,yah,ya
240,jerewi,jerawat
241,ilang,hilang
242,jilbabnyaah,jilbabnya
243,kek,kayak
244,yuuuk,yuk
245,warnaaa,warna
246,punyaaa,punya
247,cantiik,cantik
248,sukaaak,suka
249,kebayanyaa,kebayanya
250,mantes,memantas
251,merekaaaa,mereka
252,jugaaa,juga
253,gilaaaa,gila
254,tiga2nya,tiga-tiganya
255,lucuu,lucu
256,emessss,gemas
257,ucullllll,lucu
258,jdi,jadi
259,males,malas
260,bangeettt,banget
261,gemesshh,gemas
262,ngomong,mengomong
263,apaaa,apa
264,ampuunn,ampun
265,pengen,pengin
266,ciuuuummmm,cium
267,mbil,sambil
268,ngmng,mengomong
269,ngemeng,mengomong
270,epe,apa
271,seehh,sih
272,yank,sayang
273,ucul,lucu
274,yahh,ya
275,kek,kayak
276,gw,gue
277,lucuu,lucu
278,ngakak,mengakak
279,astagfirrullah,astagfirullah
280,bkn,bukan
281,tpi,tapi
282,suerrr,suer
283,gk,enggak
284,mnta,minta
285,lg,lagi
286,syg,sayang
287,ntik,cantik
288,pny,punya
289,dapet,dapat
290,kek,kayak
291,gini,begini
292,suru,suruh
293,lucuuuu,lucu
294,ketawakkkk,ketawa
295,kyanya,kayanya
296,bnget,banget
297,nakutin,menakutkan
298,malingg,maling
299,cocokk,cocok
300,niihh,nih
301,imutttttt,imut
302,satuuuuu,satu
303,sesekk,sesak
304,nafass,nafas
305,bgtt,banget
306,cintaaaaaaa,cinta
307,lucuk,lucu
308,lucuk,lucu
309,ma,sama
310,duluu,dulu
311,megang,memegang
312,ngakak,mengakak
313,kawinin,mengawini
314,liatin,memperlihatkan
315,ny,nya
316,d,di
317,bdan,badan
318,nyaaa,nya
319,gemesin,menggemaskan
320,daah,dah
321,fotoin,memfoto
322,ngaku,mengaku
323,kaaa,kak
324,ganteng2,ganteng-ganteng
325,pcarny,pacarnya
326,kri,kiri
327,knpa,kenapa
328,pda,pada
329,cmn,cuman
330,gara2,gara-gara
331,garuk2,garuk-garuk
332,tembokk,tembok
333,namax,namanya
334,kiriii,kiri
335,kyk,kayak
336,bungkusin,bungkuskan
337,atu,satu
338,dehhhh,deh
339,dongg,dong
340,kakk,kak
341,ngegantiin,menggantikan
342,alloh,allah
343,smpe,sampai
344,msh,masih
345,trsa,terasa
346,khadirannya,kehadirannya
347,fikiran,pikiran
348,hayalanku,khayalanku
349,bru,baru
350,nton,menonton
351,jdi,jadi
352,ngapain,mengapai
353,yaa,ya
354,surgaa,surga
355,kangenn,kangen
356,kgn,kangen
357,kakkkkk,kak
358,rinduuuuuuuuu,rindu
359,ninggalin,meninggalkan
360,smg,semoga
361,terangkhn,terangkan
362,bgtttt,banget
363,knp,kenapa
364,tuk,untuk
365,slama,selama
366,orng,orang
367,bngunlah,bangunlah
368,k,kak
369,bngun,bangun
370,ea,ya
371,qu,ku
372,hiri,hari
373,klo,kalo
374,"teman""ny",teman-temannya
375,gtu,begitu
376,aza,saja
377,dr,dari
378,"teman""ny",teman-temannya
379,ny,nya
380,alm,almarhum
381,skrg,sekarang
382,knpa,kenapa
383,sie,sih
384,benet,benar
385,bangetttt,banget
386,tuu,tuh
387,skrang,sekarang
388,gda,enggak ada
389,trus,terus
390,gantiin,menggantikan
391,sma,sama
392,jdi,jadi
393,gak,enggak
394,kta,kata
395,kklau,kalau
396,d,di
397,acra,acara
398,gk,enggak
399,sma,sama
400,kasian,kasihan
401,bangett,banget
402,yaaa ,ya
403,bnerr,benar
404,emk,emak
405,temenn,teman
406,pngenn,pengin
407,terkenall,terkenal
408,ajhh,saja
409,gk,enggak
410,sungguh2,sungguh-sungguh
411,mnjadi,menjadi
412,shbt,sahabat
413,k,kak
414,bner,benar
415,bgt,banget
416,ktny,katanya
417,shbt,sahabat
418,skrg,sekarang
419,pda,pada
420,dimusiumin,dimuseumkan
421,ga,enggak
422,bntu,bantu
423,pda,pada
424,dlu,dulu
425,klo,kalo
426,gda,enggak ada
427,pda,pada
428,udh,sudah
429,pda,pada
430,kangem,kangen
431,amiiin,amin
432,smua,semua
433,slmt,selamat
434,jln,jalan
435,"mudh""an",mudah-mudahan
436,tenny,tenang
437,d,di
438,sdh,sudah
439,yg,yang
440,tnya,tanya
441,blm,belum
442,td,tadi
443,sblm,sebelum
444,yah,ya
445,bole,boleh
446,lahhh,lah
447,tp,tapi
448,blm,belum
449,dapet,dapat
450,maap,maaf
451,gk,enggak
452,cm,cuma
453,syg,sayang
454,kmrn,kemarin
455,wkt,waktu
456,d,di
457,ama,sama
458,ak,aku
459,lht,lihat
460,biasa2,biasa-biasa
461,mnrtkuu,menurutku
462,trs,terus
463,ikutin,mengikuti
464,jdwl,jadwal
465,yaaa,ya
466,jgn,jangan
467,wajiiib,wajib
468,aaaammmiiiinnnn,amin
469,dtnggu,ditunggu
470,yah,ya
471,jan,jangan
472,kunjungin,kunjungi
473,lagiiii,lagi
474,waktunyaaa,waktunya
475,diluangin,diluangkan
476,yaa,ya
477,makasih,terima kasih
478,jga,juga
479,mimin,admin
480,istimewaaa,istimewa
481,blom,belum
482,sempet,sempat
483,nangis,menangis
484,karna,karena
485,"ngaku""",mengaku-ngaku
486,diaa,dia
487,donkk,dong
488,gak,enggak
489,kejawab,terjawab
490,yaaaa,ya
491,seru2an,seru-seruan
492,mohom,mohon
493,kebalas,terbalas
494,yaaa,ya
495,ikutin,ikuti
496,nyempetin,menyempatkan
497,wktunya,waktunya
498,kaaaa,kak
499,nyempetin,menyempatkan
500,ngobrol,mengobrol
501,bangett,banget
502,namain,menamai
503,bls,balas
504,ijap,ijab
505,kobul,kabul
506,dgn,dengan
507,co,cowok
508,pst,pasti
509,inggat,ingat
510,brdua,berdua
511,masing2,masih
512,sdh,sudah
513,pny,punya
514,brdua,berdua
515,sanggat,sangat
516,siipp,sip
517,laa,lah
518,dlm,dalam
519,hdup,hidup
520,hdp,hidup
521,trus,terus
522,kedpan,kedepan
523,smoga,semoga
524,mndaptkan,mendapatkan
525,yng,yang
526,"nutup""in",menutup-nutupi
527,liatin,perlihatkan
528,iyah,iya
529,sja,saja
530,kakkk,kak
531,za,saja
532,mulut2,mulut-mulut
533,peengn,pengin
534,tuch,tuh
535,muantteepp,mantap
536,cpt,cepat
537,mrit,merit
538,y,ya
539,ngapasih,mengapa sih
540,ni,ini
541,segitunya,sebegitunya
542,fto,foto
543,pke,pakai
544,males,malas
545,sisain,menyisakan
546,slamt,selamat
547,nantiii,nanti
548,edaaan,edan
549,emg,memang
550,bener2,benar-benar
551,tunggu2,tunggu-tunggu
552,sehat2,sehat-sehat
553,ciyeeeeeee,cie
554,pantes,pantas
555,lairannya,kelahirannya
556,jmnya,jamnya
557,ajha,saja
558,ama,sama
559,nyaaaa,nya
560,nyari,mencari
561,amiien,amien
562,smoga,semoga
563,terbaikkk,terbaik
564,ayahh,ayah
565,ntar,entar
566,ae,saja
567,ndak,indak
568,ngerti,mengerti
569,mrekaaaa,mereka
570,yaampuuuunnnn,ya ampun
571,yha,ya
572,nyanyiin,menyanyikan
573,ahhh,ah
574,bnget,banget
575,pgen,pengin
576,hdk,hendak
577,tempt,tempat
578,ny,nya
579,kh,kah
580,hdk,hendak
581,bgini,begini
582,aq,aku
583,brani,berani
584,gak,enggak
585,km,kamu
586,aq,aku
587,jalan2,jalan-jalan
588,yaaa,ya
589,asyikkkkk,asyik
590,iriiiii,iri
591,ngajak,mengajak
592,yakk,ya
593,naaaaahh,nah
594,kka,kakak
595,jgn,jangan
596,yak,ya
597,ttep,tetap
598,sperti,seperti
599,jrang,jarang
600,msuk,masuk
601,gossip2.an,gosip-gosipan
602,makkk,mak
603,ngapain,mengapai
604,guee,gue
605,pengennn,pengin
606,ntar,entar
607,yeee,ya
608,klo,kalo
609,udh,sudah
610,gilzz,gila
611,nyaru,menyaru
612,aja,saja
613,kk,kakak
614,gilaaa,gila
615,jd,jadi
616,kebarat2an,kebarat-baratan
617,ohh,oh
618,mantabs,mantab
619,jgan,jangan
620,mlu,malu
621,payahh,payah
622,ntaf,mantap
623,beneran,benaran
624,"mudah""n",mudah-mudahan
625,trus,terus
626,gada,enggak ada
627,yg,yang
628,gada,enggak ada
629,yg,yang
630,milikin,memiliki
631,kamo,kamu
632,inih,ini
633,tuhh,tuh
634,suru,suruh
635,syantik,cantik
636,sukaaaa,suka
637,sukaaaaaa,suka
638,kirain,mengira
639,mehoonggggg,mahal
640,apikkkk,apik
641,yach,ya
642,kereenn,keren
643,ginii,begini
644,ayoook,ayo
645,yoiii,yoi
646,gituuu,begitu
647,iyaaa,iya
648,pgn,pengin
649,liptsk,lipstik
650,dr,dari
651,nyeplak,menjiplak
652,bgt,banget
653,kyk,kayak
654,cw,cewek
655,cw,cewek
656,kmarin,kemarin
657,mengncang,mengencang
658,tauu,tau
659,ksh,kasih
660,skrng,sekarang
661,mksh,terima kasih
662,gara2,gara-gara
663,ank,anak
664,skitar,sekitar
665,ktmu,ketemu
666,sma,sama
667,tmen,teman
668,skrg,sekarang
669,dlu,dulu
670,skrg,sekarang
671,ats,atas
672,donk,dong
673,heii,hai
674,yg,yang
675,diputusin,diputuskan
676,pcrnya,pacarnya
677,gara2,gara-gara
678,mnjual,menjual
679,ngadain,mengadakan
680,ga,enggak
681,nyangka,menyangka
682,kkak,kakak
683,rekomendasiin,merekomendasikan
684,sihhh,sih
685,cooocok,cocok
686,mrip,mirip
687,bgt,banget
688,sma,sama
689,mama.nyy,mamanya
690,wkt,waktu
691,lht,lihat
692,gak,enggak
693,bosenin,membosankan
694,kmu,kamu
695,bukn,bukan
696,sey,sih
697,yng,yang
698,cantikkk,cantik
699,banger,banget
700,kaa,kak
701,bngt,banget
702,eakyu,waktu
703,cntik,cantik
704,ama,sama
705,amiiin,amin
706,kakanya,kakaknya
707,doeloe,dulu
708,kk,kakak
709,cantikkkk,cantik
710,bngtt,banget
711,udh,sudah
712,iyak,iya
713,malh,malah
714,mlah,malah
715,kk,kakak
716,ngak,enggak
717,laki2,laki-laki
718,gag,enggak
719,fhotonya,fotonya
720,bleh,boleh
721,km,kamu
722,brp,berapa
723,tnggl,tanggal
724,brp,berapa
725,tanteny,tantenya
726,ky,kaya
727,qt,kita
728,dlu,dulu
729,sklinyaa,sekalinya
730,ayoo,ayo
731,km,kamu
732,bs,bisa
733,jd,jadi
734,kk,kakak
735,yah,ya
736,w,gue
737,dramaa,drama
738,niiih,nih
739,bisaa,bisa
740,lha,lah
741,dunk,dong
742,lihaat,lihat
743,yuwkkk,yuk
744,nnti,nanti
745,editannn,editan
746,mw,mau
747,thu,tuh
748,mai,mau
749,kamuu,kamu
750,pastii,pasti
751,bisaaa,bisa
752,kejuu,keju
753,kereen,keren
754,nama.a,namanya
755,kmauan,kemauan
756,ayoo,ayo
757,ahhhh,ah
758,yuuuuk,yuk
759,dmana,dimana
760,disiniii,disini
761,cobaa,coba
762,bayangin,bayangkan
763,yaudh,ya sudah
764,bayangin,bayangkan
765,dl,dulu
766,ajaaa,saja
767,tuhhh,tuh
768,amploppp,amplop
769,mo,mau
770,kek,kayak
771,gini,begini
772,yaaa,ya
773,sayangg'',sayang-sayang
774,nantii,nanti
775,aminnnn,amin
776,aminnnnn,amin
777,gakuat,enggak kuat
778,yukkkk,yuk
779,nged,banget
780,nantik,nanti
781,ksitu,kesitu
782,yng,yang
783,bangeett,banget
784,slalu,selalu
785,liad,lihat
786,kluarga,keluarga
787,biasahhh,biasa
788,bgt,banget
789,sma,sama
790,kluarga,keluarga
791,ama,sama
792,tutorialx,tutorialnya
793,pke,pakai
794,yg,yang
795,dpke,dipakai
796,kk,kakak
797,dpke,dipakai
798,donk,dong
799,yank,sayang
800,liat,lihat
801,fhoto,foto
802,kerenn,keren
803,binggo,banget
804,rekomndd,rekomendasi
805,donk,dong
806,dmn,dimana
807,pngn,pengin
808,bli2n,beli-belikan
809,bwt,buat
810,wado,waduh
811,guaa,gua
812,yaakkk,ya
813,bangetttttyt,banget
814,bangettttt,banget
815,bangg,bang
816,kangeeeeeeeeennnnnnnn,kangen
817,kaliannnnnn,kalian
818,rinduuuuuuuuuu,rindu
819,kangennnnnmnnnnnnnnnnnnnnnnn,kangen
820,kaliannnnnm,kalian
821,kangeeeeeeeeeeennnnn,kangen
822,kangennnnnnnnnnnnnnnn,kangen
823,kangennn,kangen
824,kaliannnnnnn,kalian
825,th2,tahun-tahun
826,smoga,semoga
827,dl,dulu
828,smpt,sempat
829,blg,bilang
830,trserah,terserah
831,ad,ada
832,yg,yang
833,d,di
834,cwo,cowok
835,trus,terus
836,prnah,pernah
837,blg,bilang
838,lg,lagi
839,wlwpun,walaupun
840,trpsah,terpisah
841,klw,kalau
842,mmg,memang
843,alloh,allah
844,prsatukn,persatukan
845,mmg,memang
846,sdh,sudah
847,klw,kalau
848,g,enggak
849,slh,salah
850,ngomng,mengomong
851,mdh2an,mudah-mudahan
852,sm,sama
853,skedar,sekadar
854,sperti,seperti
855,kangennn,kangen
856,kangeeerrn,kangen
857,pulak,pula
858,tpi,tapi
859,terrrrbaik,terbaik
860,jorookknya,joroknya
861,ihhhhh,ih
862,cobaa,coba
863,padahall,padahal
864,jorokkkk,jorok
865,mualll,mual
866,klow,kalau
867,muke,muka
868,yg,yang
869,bner,benar
870,ajh,saja
871,taiiii,tahi
872,seneeeeeng,senang
873,yaa,ya
874,ga,enggak
875,nyesel,menyesal
876,besarin,membesarkan
877,mksh,terima kasih
878,tanyang,tayang
879,ber2,berdua
880,jngan,jangan
881,trus,terus
882,ngelarang,melarang
883,kerreeen,keren
884,udh,sudah
885,pantess,pantas
886,bngettt,banget
887,sampe,sampai
888,baperr,bawa perasaan
889,sudh,sudah
890,ga,enggak
891,sbr,sabar
892,pngen,pengin
893,nntn,menonton
894,ht,hati
895,pemainy,pemainnya
896,aq,aku
897,jga,juga
898,bnget,banget
899,ama,sama
900,aq,aku
901,jg,juga
902,aqu,aku
903,ngeliat,melihat
904,sampe,sampai
905,baper,bawa perasaan
906,smoga,semoga
907,gk,enggak
908,akn,akan
909,bnget,banget
910,nyampe,sampai
911,kbawa,terbawa
912,bradegan,beradegan
913,sm,sama
914,baper,bawa perasaan
915,bnget,banget
916,smga,semoga
917,amiiinnnn,amin
918,mlm,malam
919,nikahin,menikahi
920,hadeuh,aduh
921,bener2,benar-benar
922,nyambung,menyambung
923,aq,aku
924,liyat,lihat
925,krn,karena
926,sk,suka
927,bgt,banget
928,sm,sama
929,kluarga,keluarga
930,adengan,adegan
